osm_id,osm_type,lat,lon,aeroway,highway,addr:state,ele,fixme,gnis:feature_id,name,wikidata,FAA:LFSN,faa,lit,start_date,surface,addr:city,addr:housenumber,addr:postcode,addr:street,ref,access,opening_hours,website,historic,note,alt_name,disused,operator,aerodrome:type,iata,icao,owner,source,wikipedia,phone,faa:lid,designation,name:etymology:wikidata,area,created_by,rooftop,abandoned,description,source_ref,operator:type,emergency,old_name,location,length,width,maxrotordiameter,maxweight,source:name,source:ref,elevation,building:part,height,layer,source:geometry,official_name,Manager,Owner,diameter,club,operator:wikidata,operator:wikipedia,landuse,gnis:ftype,owner:wikidata,image,addr:country,healthcare,name:signed,type
178442659,node,41.8402538,-72.7950228,helipad,turning_circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368379744,node,38.9420553,-77.0794223,helipad,,DC,110,Does this still exist?,532042,National Presbyterian Church Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368381244,node,39.758446,-75.5996482,helipad,,DE,48,unable to verify if this still exists here,217249,Old Du Pont Airport Helistop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368381245,node,39.7526252,-75.6081289,helipad,,DE,48,unable to verify if this still exists here,217248,Chestnut Run Helistop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368381251,node,39.1937365,-75.5440585,helipad,,DE,12,,217898,Delaware State Police Academy Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368382680,node,41.5764902,-71.4595022,helipad,,RI,15,,1219021,North Kingstown Emergency Operations Pad,Q49748779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368383023,node,42.8469039,-71.2184081,helipad,,,58,,873388,Chopper One Heliport,Q61675416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368383041,node,42.7986958,-71.9823018,helipad,,NH,341,concrete...somewhere...,873407,Millipore Heliport,Q61675461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368383090,node,42.8257914,-71.7405412,helipad,,NH,249,,873453,Shanklin Heliport,Q61675562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368389669,node,41.4259514,-73.4032993,helipad,,CT,136,,213011,BIP Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368389673,node,41.9403088,-72.6059363,helipad,,CT,36,,213044,Della Heliport,Q61671632,02810.51*H,CT23,no,1988-08,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368389674,node,41.9813126,-72.5833709,helipad,,CT,36,,213043,Digital Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368389708,node,41.4335232,-72.3946032,helipad,,CT,85,,213035,Sanford Heliport,Q61671623,02804.01*H,,no,1993,grass,East Haddam,60,06423,Clark Hill Road,CT86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368389714,node,41.943429,-72.7091765,helipad,,CT,51,,213033,Marks Heliport,Q61671621,02803.86*H,,yes,1993,concrete,East Granby,22,06026,Russell Road,CT50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368389814,node,41.0995142,-73.4200471,helipad,,CT,44,,213096,wHeliport,Q61671673,,,no,,concrete,Norwalk,50,06854,Washington Street,CT56,private,dawn-dusk,https://adip.faa.gov/agis/public/#/simpleAirportMap/CT56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368389820,node,41.336107,-72.7902845,helipad,,CT,69,,213091,North Branford Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368389838,node,41.2906648,-72.3782473,helipad,,CT,12,,213100,Old Saybrook Police Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368389893,node,41.0541992,-73.5520775,helipad,,CT,,,213123,Stamford Hospital Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395621,node,39.9070585,-74.9718368,helipad,,NJ,17,,882332,A M Rodgers Construction Company,Q34630223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395649,node,40.3667759,-74.8496169,helipad,,NJ,97,,882348,Ksayian,Q35271959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395656,node,39.6381739,-75.4085296,helipad,,NJ,9,,882344,Halltown,Q35262353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395664,node,40.8334385,-74.6829396,helipad,,NJ,206,,882340,Flanders Valley Airport,Q35256392,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395668,node,40.4692662,-74.385166,helipad,,NJ,1,,882338,East Brunswick,Q34964297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395682,node,39.5824814,-74.9496275,helipad,,NJ,36,,882367,Sandor Farms Airstrip,Q35298641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395686,node,40.711217,-74.128761,helipad,,NJ,4,The location data from Wikidata is not correct - this is currently shown inside a wastewater treatment complex,882365,Terminal Newark One Helistop,Q34963271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395698,node,40.3959448,-74.4412673,helipad,,NJ,33,,882357,Zigfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395706,node,40.0279124,-74.0635076,helipad,,NJ,0,,882353,Mantoloking,Q35277472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395716,node,40.7001059,-74.299597,helipad,,NJ,30,,882391,Union County,Q35314245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395722,node,40.5810562,-74.3318517,helipad,,NJ,34,,882396,Sutton-Metro Park,Q35308507,,,,,,,,,,,private,,,,"This may either be placed in the wrong location, or may no longer exist. USGS GNIS data marks this as ""historical"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395726,node,40.8667699,-74.3162661,helipad,,NJ,50,,882394,Rapport,Q34962096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395746,node,40.5517709,-74.4748811,helipad,,NJ,19,,882372,Purolator Helistop,Q35291227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395748,node,40.7334386,-74.5162716,helipad,,NJ,83,,882368,Still Pond,Q35306972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395755,node,39.7531671,-75.1412083,heliport,,NJ,26,is this the right location? FAA data shows this as being by Lambs Road and Woodbury-Glassboro Road,882373,Pitman,Q35289589,,27NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395770,node,40.6537154,-74.68655,helipad,,NJ,30,,882385,High Time Farm Helistop,Q35264988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395771,node,40.4598322,-74.4348324,helipad,,NJ,8,,882386,South Plainfield OMS Helistop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395776,node,39.6648397,-75.2526922,helipad,,NJ,42,,883196,Steward,Q35306834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395783,node,40.5483844,-74.3409522,helipad,,NJ,26,,884532,Alexanders-Menlo Park Heliport,Q61675731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395787,node,40.2564973,-74.7982198,helipad,,NJ,38,,884536,Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395795,node,40.3006357,-74.025718,helipad,,NJ,6,,882609,E A I Landing Strip,Q35253533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395807,node,39.9047388,-74.2339637,helipad,,NJ,13,,884657,Berkeley Township Police Heliport,Q61675584,,0NJ1,no,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395808,node,40.7248795,-74.5347033,helipad,,NJ,91,,884656,Verizon,Q34956724,,,,,,,,,,,,,,,"re: fixme... yes, this is one of Verizon's office buildings",AT and T Helistop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395816,node,40.750209,-75.0677917,helipad,,NJ,329,,884664,Johnson Farms Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395818,node,40.4234795,-74.0981312,helipad,,NJ,3,,884662,Werner Heliport,Q61675588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395822,node,40.6723258,-74.6934951,helipad,,NJ,76,,884658,The Farm Heliport,Q61675587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395824,node,40.9878807,-74.7246159,helipad,,NJ,254,,884641,Westby Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395882,node,40.1006689,-74.5654386,helipad,,NJ,46,,884644,Arneytown Veterans Cemetery Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395885,node,40.6387184,-74.8676734,helipad,,NJ,123,,884643,Exxon Research and Engineering Company Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395887,node,39.4842871,-74.8812866,helipad,,NJ,27,,884686,J L Gentile Heliport,Q61675611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395896,node,40.7373226,-75.0454527,helipad,,NJ,110,,884685,View Finder Balloonport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395897,node,40.5737195,-74.6671076,helipad,,NJ,42,,884684,RCA Somerville Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395901,node,40.0634553,-74.4407008,helipad,,NJ,42,,884696,Colliers Mills Heliport,Q61675624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395912,node,40.97232,-74.9396183,helipad,,NJ,156,,884670,McDonoughs Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395924,node,40.9698219,-74.9568417,helipad,,NJ,151,,884668,Darst Heliport,Q61675592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395955,node,41.1542643,-74.7126712,helipad,,NJ,198,,884676,Tamarack Flyers Heliport,Q61675599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395959,node,39.7862268,-75.3490796,helipad,,NJ,8,,884677,Logan Plant Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395971,node,40.771458,-74.209638,helipad,,NJ,48,,884722,Martens Stadium Heliport,Q61675637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395973,node,40.7598099,-74.2026784,helipad,,NJ,43,,884723,Oval Park Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395975,node,40.6751075,-74.2448749,helipad,,NJ,18,,884729,Liberty Hall Heliport,Q61675641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395979,node,40.0203906,-74.9601722,helipad,,NJ,11,,884717,MacMillan Helistop,Q35276936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395980,node,40.3709408,-74.5009901,helipad,,NJ,33,,884714,Unisys Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395983,node,40.7521973,-74.2170415,helipad,,,,,884721,Elmwood Park Heliport,Q61675636,,NJ37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395985,node,40.9610584,-74.527218,helipad,,NJ,262,,884719,Army Research and Development Center - Picatinny Arsenal Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395986,node,40.3045552,-74.1073632,helipad,,NJ,20,,884709,Due Process Stables Heliport,Q61675631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395988,node,39.4929606,-74.6108663,helipad,,NJ,21,,884707,Germania Heliport,Q61675630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395989,node,40.6381591,-74.9751763,helipad,,NJ,110,,884706,Coach and Paddock Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395992,node,40.2949547,-74.1898743,helipad,,NJ,24,,884711,Colts Neck Police Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395993,node,40.3173349,-74.1590329,helipad,,NJ,26,,884710,Elmport Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395995,node,39.8809506,-74.994339,helipad,,NJ,23,resurvey; change to polygon if appropriate; delete if nonexistant,884700,Caputo Helistop,Q34961261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368395998,node,40.8887499,-74.1631026,helipad,,NJ,42,,884705,Metropolitan Electric Heliport,Q61675629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396012,node,39.8398035,-74.1771009,helipad,,,,,884746,Forked River Heliport,Q61675659,,66NJ,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396014,node,40.3169863,-74.03811,helipad,,NJ,5,,884748,Greely Helipad,Q61675663,,,,,asphalt,,,,,NJ55,,,,,,,yes,US Army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396016,node,40.5367738,-74.5218293,helipad,,NJ,19,,884750,Atrium at Somerset Heliport,Q61675664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396019,node,40.2795429,-74.3287941,helipad,,NJ,30,,884753,Manalapan Township-Village Green Heliport,Q61675671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396020,node,40.4655369,-74.8269485,helipad,,NJ,50,,884739,O'Dwyer Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396027,node,39.595199,-74.8147784,helipad,,NJ,18,,884744,Folsom Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396032,node,40.172066,-74.1787756,helipad,,NJ,28,,884735,Howell Township Police Heliport,Q61675653,,63NJ,no,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396035,node,40.1867842,-74.1501453,helipad,,NJ,18,,884736,Cruz Farm Heliport,Q61675650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396044,node,40.8960333,-75.004524,helipad,,NJ,185,,884784,High Meadow Farms Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396048,node,40.262138,-74.5181163,helipad,,NJ,31,,884780,Peddie School Heliport,Q61675694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396049,node,40.1000875,-74.3170817,helipad,,NJ,33,,884781,Holmansville Heliport,Q61675695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396054,node,39.6356763,-74.7484991,helipad,,NJ,18,,884775,Bertino Heliport,Q61675688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396060,node,40.8639938,-74.9185039,helipad,,NJ,165,,884769,Pio Costa Sand and Gravel Heliport,Q61675648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396068,node,39.6992905,-74.233756,helipad,,NJ,3,,884822,WJRZ Radio Heliport,Q61675727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396071,node,39.8015067,-74.7590541,helipad,,NJ,25,,884826,Indian Mills Heliport,Q61675729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396077,node,40.8464902,-74.8034992,helipad,,NJ,188,,884814,WRNJ Heliport,Q61675722,,,,,,,,,,NJ27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396082,node,40.7773119,-74.3579156,helipad,,NJ,59,,884811,Newark Academy Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396089,node,40.8839908,-74.0679236,helipad,,NJ,11,,884813,Penske 2 Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396132,node,40.6362202,-74.2337608,helipad,,NJ,5,,884806,Bayway Refinery Heliport,Q61675718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396144,node,40.6501097,-74.082372,helipad,,NJ,0,,884794,Caven Point USAR Center Heliport,,,,,,,,,,,,,,,,"error, heliport misplaced in middle of bay instead of on land",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396145,node,40.7360609,-74.0975866,helipad,,NJ,0,location seems off,884797,Kearny Helistop,Q34960490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396146,node,40.4265537,-74.1396851,helipad,,NJ,9,,884796,Hazlet Township Police Heliport,Q61675709,,78NJ,no,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396149,node,41.0542652,-74.4296442,helipad,,NJ,269,,884863,Idylease Helistop,Q34960171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396150,node,39.8898566,-74.5818758,helipad,,,,,884864,LZ 1 NLDC Heliport,Q61675757,,NJ62,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396152,node,40.5148057,-74.4670673,helipad,,NJ,26,,884862,Rutgers Helistop Number 1 Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396154,node,40.4739985,-74.4834915,helipad,,NJ,33,,884860,New Brunswick Gas Distribution Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396179,node,40.5501023,-74.4870983,helipad,,NJ,23,,884890,Foley Machinery Heliport,Q61675788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396184,node,40.7030376,-75.1781612,helipad,,NJ,123,,884886,Warren Hospital Heliport,Q61675786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396211,node,39.9720594,-74.919056,helipad,,NJ,21,,884832,Griffin Associates Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396222,node,40.8412151,-74.4740543,helipad,,NJ,141,,884834,Johnson & Johnson,,,,,,,,,,,,,,,,,Warner Lambert Parking Lot Heliport,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396250,node,40.7364982,-74.1770502,helipad,,NJ,9,,884848,Saint Benedicts Heliport,Q61675761,,,,,,Newark,320,07102,University Avenue,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396263,node,40.4862173,-74.7351689,helipad,,NJ,64,,884845,Osterman Heliport,Q61675747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396267,node,40.4792747,-74.4340429,helipad,,NJ,36,,884857,Rutgers Helistop Sections A and B Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396268,node,40.7399857,-74.1361049,helipad,,NJ,0,,884852,Albert Guido Memorial Heliport,Q61675758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396293,node,40.6003726,-75.7188021,helipad,,NJ,226,,884933,Mid-State Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396298,node,40.6334376,-74.7323881,helipad,,NJ,42,,884938,Fiddlers Elbow Country Club Heliport,Q61675820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396299,node,40.5744948,-74.5649456,helipad,,NJ,38,,884935,Halls Number 1 Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396301,node,40.554828,-74.4193202,helipad,,NJ,31,,884942,Enzon South Plainfield Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396305,node,41.2912068,-74.5504456,helipad,,NJ,160,,884946,Air Tractor Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396315,node,40.8990225,-74.2292816,helipad,,NJ,70,,884952,Troop B Heliport,Q61675833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396316,node,39.9998681,-74.080626,helipad,,NJ,1,,884951,Middle Sedge Island Heliport,Q61675832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396317,node,40.5573258,-74.4665423,helipad,,NJ,24,,884891,Penske Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396322,node,40.6406676,-74.6638054,helipad,,NJ,37,,884896,Southdown Heliport,Q61675792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396325,node,40.3461509,-74.7172696,helipad,,NJ,55,,884899,Educational Testing Heliport,Q61675796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396327,node,40.3650734,-74.5817827,helipad,,NJ,37,,884901,Wyeth-Ayerst Research Heliport,Q61675800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396344,node,40.6398354,-74.7655768,helipad,,NJ,52,,884909,Merck Readington Township Heliport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396345,node,40.8506567,-74.0138888,helipad,,NJ,2,,884912,Pfister Helistop,Q35288696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368396353,node,40.8295088,-74.1209189,helipad,,NJ,5,,884920,Passaic River Seaplane Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
